Model	Replicate	log-likelihood	AIC	chi-squared	theta	optimized_params(nu1, nu2, m, mi, T1, T2, P)
SC_sym_i	Round_2_Replicate_8	-5607.76	11231.52	7112.23	244.3	3.773,1.6108,0.3605,3.7878,5.4996,1.1156,0.0043,0.0181
SC_sym_i	Round_2_Replicate_9	-8195.06	16406.12	16830.74	323.96	1.6312,0.7795,0.322,0.1515,19.7995,5.4928,0.0245,0.0219
SC_sym_i	Round_2_Replicate_10	-2825.22	5666.44	1660.68	116.62	2.8752,10.3707,0.2152,2.3089,9.3327,1.9059,0.3054,0.0027
SC_sym_i	Round_3_Replicate_1	-3025.19	6066.38	2576.15	179.23	1.5189,6.8038,0.2856,2.4645,6.7541,0.2139,0.6107,0.0062
SC_sym_i	Round_3_Replicate_2	-4948.53	9913.06	5645.57	125.05	7.1002,3.3094,0.1527,2.5584,10.691,4.4838,0.1899,0.0004
SC_sym_i	Round_3_Replicate_3	-2857.86	5731.72	1816.95	129.38	2.9007,9.266,0.2541,1.0512,7.1863,1.6489,0.2478,0.0213
SC_sym_i	Round_3_Replicate_4	-2887.74	5791.48	1524.49	209.71	1.3406,5.8378,0.0272,0.9982,5.3108,0.4365,0.965,0.0226
SC_sym_i	Round_3_Replicate_5	-3608.7	7233.4	2483.06	193.57	1.5507,4.6602,0.1615,1.3949,6.7483,6.5159,0.2621,0.0026
SC_sym_i	Round_3_Replicate_6	-3621.1	7258.2	3122.14	204.1	1.1065,5.8258,0.2538,0.8999,3.6756,5.1942,0.1306,0.0011
SC_sym_i	Round_3_Replicate_7	-2818.09	5652.18	1766.84	144.65	2.0636,8.7872,0.417,2.9075,7.6261,0.6342,0.2773,0.0159
SC_sym_i	Round_3_Replicate_8	-2921.72	5859.44	1196.28	377.0	1.2305,2.7596,0.153,0.8737,1.9232,0.4935,0.996,0.0001
SC_sym_i	Round_3_Replicate_9	-2803.07	5622.14	1120.86	250.0	1.3989,4.6457,0.3367,1.0311,3.8702,0.5708,0.7638,0.0051
SC_sym_i	Round_3_Replicate_10	-5868.12	11752.24	9744.04	171.51	0.7224,4.9906,0.1323,0.8319,14.4992,0.9665,0.1896,0.0009
SC_sym_i	Round_4_Replicate_1	-2794.06	5604.12	1054.71	363.19	0.8867,3.3144,0.5293,1.9571,2.372,0.3632,0.6267,0.0037
SC_sym_i	Round_4_Replicate_2	-2779.06	5574.12	1142.23	320.24	1.048,3.7274,0.6083,1.852,2.7972,0.3989,0.5697,0.0032
SC_sym_i	Round_4_Replicate_3	-2798.68	5613.36	1122.73	260.68	1.2529,4.4601,0.3208,1.4114,4.0119,0.4238,0.8004,0.0076
SC_sym_i	Round_4_Replicate_4	-3287.99	6591.98	2084.76	309.19	1.2111,3.6969,0.3529,1.6361,2.3947,0.8708,0.1144,0.0062
SC_sym_i	Round_4_Replicate_5	-2788.85	5593.7	1376.59	259.76	1.2967,4.6419,0.5505,2.9364,3.6188,0.5826,0.302,0.0031
SC_sym_i	Round_4_Replicate_6	-2783.83	5583.66	1083.83	374.78	0.934,3.1885,0.4204,1.8453,2.1477,0.3171,0.7662,0.0017
SC_sym_i	Round_4_Replicate_7	-2809.95	5635.9	1112.34	438.76	0.8039,2.6192,0.5077,2.0271,1.6908,0.507,0.7133,0.0001
SC_sym_i	Round_4_Replicate_8	-2972.91	5961.82	2355.54	348.72	0.9841,3.5066,0.001,1.5044,2.268,0.3919,0.8236,0.0056
SC_sym_i	Round_4_Replicate_9	-2811.51	5639.02	1187.42	393.4	0.8367,2.9529,0.2481,1.4459,2.2097,0.3348,0.9366,0.0006
SC_sym_i	Round_4_Replicate_10	-2827.83	5671.66	1350.81	276.66	1.2285,4.013,0.1481,1.0539,3.7837,0.6047,0.936,0.0016
