Model	Replicate	log-likelihood	AIC	chi-squared	theta	optimized_params(nu1, nu2, m, mi, T1, T2, P)
Model	Replicate	log-likelihood	AIC	chi-squared	theta	optimized_params(nu1, nu2, m, mi, T1, T2, P)
Model	Replicate	log-likelihood	AIC	chi-squared	theta	optimized_params(nu1, nu2, m, mi, T1, T2, P)
1	Round_3_Replicate_15	-4049.79	8107.58	83501.67	1261.01	0.0168,3.489,0.0038,0.0021
1	Round_2_Replicate_14	-7678.83	15365.66	626565.81	1127.98	10.0298,0.1691,0.0262,0.0195
1	Round_3_Replicate_14	-4198.39	8404.78	16821773.51	987.83	0.2522,7.2186,0.0364,0.0211
1	Round_3_Replicate_11	-4857.9	9723.8	8272.48	750.17	1.4714,1.3078,0.2096,0.0248
1	Round_3_Replicate_1	-3861.16	7730.32	40542.68	1057.84	0.1474,3.9546,0.0326,0.0324
1	Round_3_Replicate_12	-4355.11	8718.22	6091.59	1032.42	0.6652,0.8039,0.099,0.039
1	Round_2_Replicate_15	-5897.06	11802.12	64470645.2	639.9	6.644,1.5,0.1518,0.0108
1	Round_3_Replicate_15	-3849.97	7707.94	61363.86	1055.73	0.1664,3.2916,0.0347,0.036
1	Round_3_Replicate_2	-9470.06	18948.12	1.3602215784696123e+20	1123.52	0.311,17.7027,0.0094,0.0684
1	Round_4_Replicate_1	-3587.58	7183.16	15451.53	1086.46	0.2282,1.4959,0.0481,0.0041
1	Round_3_Replicate_12	-5123.9	10255.8	17513.11	987.38	0.3135,1.2973,0.1586,0.0175
1	Round_3_Replicate_13	-4516.24	9040.48	21857.6	714.95	0.6436,4.5784,0.1356,0.0713
1	Round_3_Replicate_1	-8526.5	17061.0	9.909031466857069e+16	747.5	8.43,2.2529,0.0762,0.0217
1	Round_3_Replicate_3	-5874.72	11757.44	13716509332968.56	1103.96	0.2094,17.7027,0.0145,0.0054
1	Round_3_Replicate_13	-4850.24	9708.48	2392720.32	637.67	0.9994,6.5648,0.1453,0.0419
1	Round_3_Replicate_14	-4504.05	9016.1	1750404.53	692.57	0.891,5.0553,0.129,0.02
1	Round_4_Replicate_1	-3684.79	7377.58	73916.43	1236.78	0.0848,1.0015,0.0168,0.0044
1	Round_3_Replicate_4	-4115.29	8238.58	28229.71	1158.37	0.0645,6.6656,0.0148,0.0674
1	Round_3_Replicate_2	-4873.64	9755.28	13777.92	759.85	0.679,1.9493,0.2339,0.0251
1	Round_4_Replicate_2	-3611.42	7230.84	16035.25	1205.76	0.1163,1.0855,0.0257,0.003
1	Round_3_Replicate_14	-4174.9	8357.8	13666.31	823.92	0.5202,2.9271,0.1099,0.0625
1	Round_3_Replicate_15	-6564.93	13137.86	22931.11	953.1	0.7653,0.7589,0.2435,0.0975
1	Round_3_Replicate_3	-4532.76	9073.52	17459.13	1034.02	0.9231,0.6541,0.0819,0.004
1	Round_3_Replicate_5	-5945.62	11899.24	22889.31	952.95	0.087,5.8593,0.0594,0.0826
1	Round_3_Replicate_15	-7373.1	14754.2	2460074502105743.0	844.26	1.6535,3.2919,0.0577,0.0432
1	Round_4_Replicate_2	-3718.99	7445.98	9914.67	1290.77	0.1227,0.6013,0.025,0.0128
1	Round_4_Replicate_3	-3643.26	7294.52	11191.7	1262.36	0.1355,0.6922,0.0277,0.0034
1	Round_3_Replicate_6	-6479.94	12967.88	32708647302176.31	1081.47	0.2567,17.7027,0.0166,0.0835
1	Round_3_Replicate_4	-6275.79	12559.58	68774.18	323.33	4.669,5.9949,0.5631,0.0647
1	Round_4_Replicate_1	-3675.32	7358.64	15550.08	985.17	0.3331,1.9228,0.069,0.0088
1	Round_4_Replicate_1	-3895.57	7799.14	64775.82	891.63	0.6842,1.7304,0.1001,0.0106
1	Round_3_Replicate_7	-3936.26	7880.52	11647.27	1088.79	0.0843,11.0761,0.0235,0.0081
1	Round_4_Replicate_3	-3657.87	7323.74	6021.6	1194.62	0.1309,1.0729,0.0328,0.0089
1	Round_3_Replicate_5	-4848.2	9704.4	19920.72	698.72	1.8814,1.6264,0.1931,0.0465
1	Round_4_Replicate_4	-3630.23	7268.46	67755.3	1133.53	0.1544,1.6359,0.0305,0.007
1	Round_4_Replicate_2	-3683.27	7374.54	8724.91	1087.58	0.3336,1.0882,0.0634,0.0107
1	Round_3_Replicate_8	-4531.18	9070.36	1102207.86	950.98	0.234,17.7027,0.04,0.0961
1	Round_3_Replicate_6	-6693.56	13395.12	26830.46	663.76	1.5332,1.2771,0.4059,0.0641
1	Round_4_Replicate_2	-4299.72	8607.44	587432.85	736.88	0.6584,5.4798,0.1099,0.0092
1	Round_4_Replicate_4	-3756.59	7521.18	44623.25	1213.11	0.0657,1.5889,0.0145,0.0076
1	Round_3_Replicate_9	-3878.48	7764.96	380695.2	959.73	0.2599,4.7689,0.0481,0.0077
1	Round_3_Replicate_7	-5152.5	10313.0	168443.18	1047.54	1.2072,0.5289,0.0646,0.03
1	Round_4_Replicate_5	-3651.97	7311.94	77380.4	1120.32	0.1439,2.0162,0.0291,0.0051
1	Round_4_Replicate_3	-3753.28	7514.56	16045.7	956.56	0.3715,2.0369,0.0758,0.0196
1	Round_3_Replicate_10	-3867.15	7742.3	64720.33	1079.65	0.1022,13.1574,0.0234,0.0071
1	Round_3_Replicate_8	-5424.08	10856.16	1075629.0	572.27	4.0346,2.0701,0.2217,0.0271
1	Round_4_Replicate_3	-4214.07	8436.14	27042.0	734.67	0.6367,4.1262,0.1307,0.0233
1	Round_4_Replicate_5	-3716.41	7440.82	69697.59	1244.56	0.0721,1.0044,0.0146,0.0054
1	Round_3_Replicate_11	-6816.33	13640.66	36995.37	1027.92	0.0376,17.7027,0.0363,0.006
1	Round_4_Replicate_6	-3627.5	7263.0	9788.65	1129.85	0.2646,1.0338,0.0519,0.0072
1	Round_3_Replicate_9	-5429.67	10867.34	282601.4	1033.13	1.5855,0.4745,0.0615,0.0083
1	Round_4_Replicate_4	-3660.02	7328.04	23542.87	1015.25	0.2679,2.0716,0.0559,0.0094
1	Round_3_Replicate_12	-3936.5	7881.0	124277.06	1184.03	0.0488,18.3759,0.0105,0.0129
1	Round_4_Replicate_4	-3891.49	7790.98	44806.13	904.21	0.3816,2.9975,0.0753,0.0278
1	Round_3_Replicate_10	-7734.66	15477.32	129315991216387.19	522.82	9.1075,4.0578,0.1689,0.0138
1	Round_4_Replicate_6	-3694.14	7396.28	29939.92	1258.7	0.0853,0.8214,0.0177,0.0099
1	Round_3_Replicate_13	-4038.26	8084.52	82806.74	1055.09	0.1221,14.6892,0.0262,0.0438
1	Round_4_Replicate_7	-3602.16	7212.32	20476.0	1117.23	0.2305,1.2484,0.0451,0.009
1	Round_4_Replicate_5	-3653.56	7315.12	12379.76	1033.32	0.32,1.5074,0.0646,0.0113
1	Round_3_Replicate_11	-9688.87	19385.74	36434.03	532.49	8.8036,0.6093,0.3265,0.053
1	Round_4_Replicate_5	-3745.55	7499.1	22488.9	932.58	0.3463,2.6083,0.0731,0.0072
1	Round_3_Replicate_14	-3923.15	7854.3	288434.36	914.21	0.3342,4.2169,0.0609,0.0135
1	Round_4_Replicate_7	-3718.81	7445.62	12068.14	1319.65	0.0932,0.5254,0.0192,0.0044
1	Round_3_Replicate_12	-6413.1	12834.2	11358.06	675.9	4.6028,0.7954,0.1982,0.009
1	Round_4_Replicate_8	-3691.72	7391.44	31181.86	1226.28	0.21,0.7019,0.0348,0.0051
1	Round_3_Replicate_15	-4055.82	8119.64	31824.61	1083.25	0.0972,16.2893,0.0227,0.0494
1	Round_4_Replicate_6	-3622.27	7252.54	14547.34	1102.12	0.2793,1.1684,0.0533,0.0086
1	Round_4_Replicate_6	-4016.13	8040.26	418914.09	877.61	0.415,4.0269,0.0711,0.0215
1	Round_3_Replicate_13	-4317.26	8642.52	163635.24	712.54	1.3536,2.3022,0.1616,0.0054
1	Round_4_Replicate_8	-3772.99	7553.98	13291.92	1201.85	0.067,1.7082,0.0169,0.0084
1	Round_4_Replicate_9	-3596.76	7201.52	19651.74	1165.51	0.1964,1.0416,0.0383,0.0069
1	Round_4_Replicate_7	-3786.3	7580.6	19457.1	1103.13	0.3972,0.9124,0.0612,0.0122
1	Round_4_Replicate_1	-3782.87	7573.74	58682.22	1078.47	0.1289,4.1721,0.0284,0.0122
1	Round_3_Replicate_14	-5922.06	11852.12	87165.65	1009.98	2.2872,0.4046,0.0628,0.005
1	Round_4_Replicate_7	-3969.71	7947.42	237034.89	893.95	0.4589,2.8792,0.0763,0.0315
1	Round_3_Replicate_15	-7779.9	15567.8	26711.26	893.93	1.44,0.4959,0.2437,0.0489
1	Round_4_Replicate_9	-3688.49	7384.98	22922.51	1149.87	0.1102,1.896,0.0252,0.0108
1	Round_4_Replicate_10	-3628.39	7264.78	23415.85	1183.13	0.1254,1.2443,0.0268,0.0089
1	Round_4_Replicate_8	-3631.21	7270.42	16483.93	1076.85	0.2111,1.7156,0.0458,0.0116
1	Round_4_Replicate_2	-3846.78	7701.56	17324.45	958.2	0.2457,3.4876,0.0575,0.0214
1	Round_4_Replicate_8	-4065.45	8138.9	61278.76	839.87	0.4101,4.4917,0.083,0.0279
1	Round_4_Replicate_1	-4032.92	8073.84	35686.98	898.29	0.8611,1.3329,0.1092,0.0066
1	Round_4_Replicate_10	-3641.4	7290.8	23842.75	1203.37	0.1033,1.2009,0.0226,0.0055
1	Round_4_Replicate_9	-3839.23	7686.46	27104.56	1100.98	0.3993,0.9259,0.0598,0.0233
1	Round_4_Replicate_11	-3588.88	7185.76	35399.8	1109.19	0.1854,1.6091,0.0378,0.0025
1	Round_4_Replicate_3	-3736.66	7481.32	33907.89	1045.45	0.1778,2.9454,0.0392,0.015
1	Round_4_Replicate_9	-3961.25	7930.5	14575.49	872.91	0.5804,2.0199,0.1079,0.0347
1	Round_4_Replicate_2	-4514.87	9037.74	173949.1	674.6	1.7599,2.191,0.1822,0.0043
1	Round_4_Replicate_11	-3681.43	7370.86	46022.03	1226.07	0.1029,0.9972,0.0205,0.0131
1	Round_4_Replicate_12	-3618.63	7245.26	22348.82	1090.29	0.2649,1.3187,0.0505,0.0105
1	Round_4_Replicate_10	-3711.31	7430.62	45585.52	954.67	0.3596,2.301,0.0687,0.0068
1	Round_4_Replicate_10	-3808.3	7624.6	105503.74	919.55	0.5046,2.0661,0.0817,0.0119
1	Round_4_Replicate_4	-3821.12	7650.24	136188.91	1106.27	0.1052,5.4807,0.022,0.0113
1	Round_4_Replicate_3	-4247.66	8503.32	47469.89	821.41	1.17,1.4785,0.1328,0.0115
1	Round_4_Replicate_12	-3787.19	7582.38	31709.17	1321.74	0.0602,0.5102,0.0121,0.0102
1	Round_4_Replicate_11	-3949.45	7906.9	8982.97	1182.49	0.3351,0.6811,0.0535,0.0296
1	Round_4_Replicate_13	-3611.35	7230.7	20955.31	1185.97	0.2134,0.879,0.0389,0.003
1	Round_4_Replicate_11	-3597.56	7203.12	34639.45	1081.53	0.2169,1.6863,0.0436,0.004
1	Round_4_Replicate_5	-3964.37	7936.74	141841.48	980.36	0.2023,6.7518,0.0411,0.0262
1	Round_4_Replicate_4	-4272.83	8553.66	120433.41	700.6	1.2555,2.5728,0.1655,0.0028
1	Round_4_Replicate_13	-3694.87	7397.74	47995.73	1239.28	0.0774,1.0239,0.0161,0.0052
1	Round_4_Replicate_12	-3619.82	7247.64	53144.59	1065.47	0.2594,1.6194,0.0482,0.007
1	Round_4_Replicate_14	-3579.08	7166.16	14289.41	1186.09	0.1562,1.0462,0.0331,0.0019
1	Round_4_Replicate_12	-3888.63	7785.26	72846.97	931.32	0.2854,4.1516,0.0585,0.0187
1	Round_4_Replicate_6	-3737.12	7482.24	27120.21	1081.63	0.1344,3.1488,0.0312,0.0102
1	Round_4_Replicate_5	-4186.48	8380.96	158336.56	739.37	1.0653,2.5341,0.1446,0.0079
1	Round_4_Replicate_14	-3656.16	7320.32	61810.85	1146.5	0.1265,1.7812,0.026,0.0071
1	Round_4_Replicate_13	-3663.36	7334.72	12863.43	1153.79	0.2348,0.9889,0.0452,0.0179
1	Round_4_Replicate_15	-3604.43	7216.86	20053.26	1181.34	0.1596,1.0724,0.0325,0.0085
1	Round_4_Replicate_13	-4134.11	8276.22	116006.34	766.4	0.6209,4.0822,0.112,0.0157
1	Round_4_Replicate_7	-3823.19	7654.38	38765.01	1143.45	0.0772,4.6114,0.0181,0.0106
1	Round_4_Replicate_6	-4399.13	8806.26	104398.56	638.83	1.3286,3.3015,0.1914,0.0017
1	Round_4_Replicate_15	-3701.33	7410.66	10518.77	1283.52	0.1257,0.6233,0.0256,0.011
1	Round_4_Replicate_14	-3578.67	7165.34	13398.24	1102.67	0.2529,1.2471,0.0509,0.0016
1	Round_4_Replicate_16	-3689.0	7386.0	14841.65	1000.56	0.253,2.3414,0.0573,0.0086
1	Round_4_Replicate_14	-3798.91	7605.82	39251.51	910.57	0.5371,1.9215,0.091,0.0106
1	Round_4_Replicate_8	-3828.71	7665.42	55330.2	987.2	0.22,3.8934,0.0468,0.0192
1	Round_4_Replicate_7	-3900.59	7809.18	21337.52	935.54	0.7046,1.2973,0.1004,0.0026
1	Round_4_Replicate_16	-3652.91	7313.82	12162.64	1189.89	0.1013,1.3416,0.0243,0.0042
1	Round_4_Replicate_15	-3705.11	7418.22	9809.67	1160.49	0.2503,0.9125,0.0479,0.0211
1	Round_4_Replicate_15	-3804.82	7617.64	19859.46	895.75	0.5069,2.0991,0.0955,0.0118
1	Round_4_Replicate_17	-3642.27	7292.54	16850.73	1265.96	0.1334,0.675,0.026,0.0019
1	Round_4_Replicate_9	-3776.1	7560.2	204842.67	1118.21	0.1451,2.2156,0.027,0.0242
1	Round_4_Replicate_8	-4205.23	8418.46	106388.35	782.23	1.2013,1.8007,0.1392,0.0032
1	Round_4_Replicate_17	-3736.23	7480.46	11463.41	1294.75	0.1032,0.6089,0.0215,0.0169
1	Round_4_Replicate_16	-3601.06	7210.12	32666.59	1079.06	0.2301,1.6175,0.0456,0.0057
1	Round_4_Replicate_16	-3618.33	7244.66	12699.8	1043.65	0.2851,1.5726,0.0595,0.006
1	Round_4_Replicate_18	-3611.5	7231.0	12706.05	1049.37	0.2739,1.5756,0.0577,0.0053
1	Round_4_Replicate_10	-3856.16	7720.32	156151.38	1099.23	0.1089,6.1507,0.0224,0.0169
1	Round_4_Replicate_9	-4246.36	8500.72	152432.88	757.81	1.2817,1.9423,0.1456,0.0012
1	Round_4_Replicate_18	-3641.32	7290.64	60416.27	1145.24	0.1295,1.7524,0.0266,0.0047
1	Round_4_Replicate_17	-3706.59	7421.18	31589.29	1219.13	0.188,0.7744,0.0328,0.0184
1	Round_4_Replicate_17	-4043.3	8094.6	661217.94	857.55	0.5399,3.1769,0.0829,0.0225
1	Round_4_Replicate_19	-3605.62	7219.24	8749.06	1136.04	0.1815,1.2814,0.0414,0.0075
1	Round_4_Replicate_10	-3986.08	7980.16	37918.98	869.51	0.7969,1.6322,0.1131,0.0137
1	Round_4_Replicate_11	-3812.44	7632.88	31339.95	1130.08	0.0845,4.543,0.0202,0.0098
1	Round_4_Replicate_19	-3692.94	7393.88	55087.25	1198.54	0.0996,1.3178,0.0204,0.013
1	Round_4_Replicate_18	-3627.88	7263.76	14637.05	1184.78	0.2029,0.9083,0.0391,0.0098
1	Round_4_Replicate_18	-4245.24	8498.48	23326.6	720.75	0.6802,4.0234,0.1398,0.0245
1	Round_4_Replicate_20	-3643.03	7294.06	23465.5	1266.26	0.1157,0.7027,0.0227,0.0024
1	Round_4_Replicate_12	-3677.33	7362.66	21196.11	1116.83	0.1411,1.9577,0.0319,0.0142
1	Round_4_Replicate_11	-4000.06	8008.12	43046.92	835.39	0.8903,1.7464,0.1235,0.0029
1	Round_4_Replicate_20	-3656.27	7320.54	24348.32	1259.73	0.1249,0.7148,0.0241,0.0069
1	Round_4_Replicate_19	-3744.07	7496.14	43856.7	1003.97	0.3489,1.7678,0.063,0.0254
Model	Replicate	log-likelihood	AIC	chi-squared	theta	optimized_params(nu1, nu2, m, mi, T1, T2, P)
1	Round_4_Replicate_19	-3833.95	7675.9	29627.76	883.37	0.4917,2.3902,0.0926,0.0145
1	Round_4_Replicate_13	-3912.23	7832.46	51101.6	997.46	0.2022,4.2582,0.0432,0.036
1	Round_4_Replicate_12	-4151.64	8311.28	40255.91	901.56	0.9903,1.1757,0.1096,0.0014
1	Round_1_Replicate_1	-5965.0	11938.0	27607.87	963.2	0.2936,1.3835,0.1844,0.0758
1	Round_4_Replicate_20	-3723.09	7454.18	7018.01	1157.89	0.3045,0.8147,0.0559,0.0056
1	Round_4_Replicate_20	-3800.34	7608.68	21905.97	922.42	0.3254,3.0298,0.0712,0.0114
1	Round_1_Replicate_2	-23050.58	46109.16	5119875500.17	676.4	1.1367,11.9289,0.1003,0.9885
1	Round_4_Replicate_14	-3855.51	7719.02	20339.06	1084.95	0.115,4.2499,0.0278,0.0257
1	Round_4_Replicate_13	-4083.56	8175.12	43189.98	793.39	0.9403,2.0268,0.1357,0.0126
1	Round_1_Replicate_3	-20389.45	40786.9	703872.29	728.84	3.1837,0.165,0.4138,0.3583
1	Round_4_Replicate_15	-3984.48	7976.96	130147.88	1056.13	0.1516,4.8465,0.0302,0.0499
1	Round_4_Replicate_14	-4248.46	8504.92	41436.68	738.33	1.2127,2.0761,0.1613,0.0108
1	Round_1_Replicate_4	-50500.57	101009.14	-3.9672411624356954e+17	338.03	1.0168,0.5756,12.2241,0.2509
1	Round_1_Replicate_5	-35664.5	71337.0	3483706.41	918.76	1.9346,0.144,0.3221,0.9899
1	Round_4_Replicate_16	-3766.41	7540.82	32890.71	1034.26	0.173,3.4842,0.039,0.0139
1	Round_4_Replicate_15	-4767.16	9542.32	52646.11	534.2	1.9369,3.7376,0.2732,0.0009
1	Round_4_Replicate_17	-3832.39	7672.78	21829.1	964.79	0.2421,3.5017,0.0553,0.0203
1	Round_4_Replicate_16	-4182.54	8373.08	34100.28	731.38	1.1517,2.2184,0.1639,0.0014
1	Round_1_Replicate_6	-107653.66	215315.32	1.5106550412141516e+26	369.12	0.1995,1.8079,8.7525,0.9898
1	Round_4_Replicate_18	-3900.49	7808.98	31430.97	1035.6	0.138,6.7771,0.0325,0.022
1	Round_4_Replicate_17	-4232.95	8473.9	164773.93	717.07	1.2031,2.5179,0.1559,0.0006
1	Round_1_Replicate_7	-22318.3	44644.6	260288.75	757.0	1.3533,1.6184,0.169,0.9883
1	Round_4_Replicate_18	-4252.86	8513.72	153734.7	850.91	1.1844,1.3536,0.1166,0.0023
1	Round_4_Replicate_19	-3952.93	7913.86	422440.13	992.16	0.2,7.3216,0.0378,0.0175
1	Round_5_Replicate_1	-3561.28	7130.56	18055.92	1136.45	0.1981,1.2337,0.0405,0.0001
1	Round_1_Replicate_8	-80511.71	161031.42	5.825248002876545e+24	303.54	0.0613,5.8465,2.7534,0.3493
1	Round_4_Replicate_19	-4609.66	9227.32	511014.66	596.73	1.3593,4.6031,0.1927,0.0016
1	Round_4_Replicate_20	-3851.17	7710.34	22432.21	1056.35	0.1328,4.6561,0.0319,0.0219
1	Round_5_Replicate_1	-3562.6	7133.2	14881.74	1133.72	0.2036,1.2229,0.0422,0.0002
1	Round_1_Replicate_9	-29955.67	59919.34	1229539.58	1297.56	0.5605,0.2789,0.5472,0.9899
1	Round_5_Replicate_1	-3561.28	7130.56	18205.05	1136.53	0.1987,1.2308,0.0406,0.0001
1	Round_4_Replicate_20	-4864.5	9737.0	49667.5	504.7	1.8378,4.6214,0.2895,0.001
1	Round_1_Replicate_10	-22370.35	44748.7	437498.46	1339.61	0.1046,0.6927,0.1349,0.9899
1	Round_5_Replicate_1	-3561.29	7130.58	18273.21	1137.71	0.1971,1.229,0.0403,0.0001
1	Round_1_Replicate_11	-24453.96	48915.92	858416.95	934.88	2.1773,0.5888,0.0842,0.9885
1	Round_1_Replicate_12	-35968.47	71944.94	15641665.1	587.68	0.4926,1.6719,2.0108,0.9883
1	Round_1_Replicate_13	-25676.29	51360.58	900227.67	352.51	0.7024,11.5284,0.5651,0.989
1	Round_1_Replicate_14	-26899.94	53807.88	3085445.28	808.32	14.2513,0.5422,0.0901,0.9889
1	Round_1_Replicate_15	-14243.12	28494.24	73008.54	462.11	1.4529,8.6643,0.2817,0.8487
1	Round_2_Replicate_1	-4886.83	9781.66	7697.37	1234.78	0.2979,0.5646,0.0492,0.1822
1	Round_2_Replicate_2	-6531.24	13070.48	38409.28	622.8	1.0563,1.8984,0.4839,0.0107
1	Round_2_Replicate_3	-13421.23	26850.46	309746.51	605.73	2.0463,0.6828,0.9442,0.093
1	Round_2_Replicate_4	-5751.17	11510.34	9454.14	1077.29	0.1694,1.7829,0.0503,0.3433
1	Round_2_Replicate_5	-4716.29	9440.58	202859319.63	760.72	0.919,4.4771,0.0956,0.0103
1	Round_5_Replicate_2	-3561.36	7130.72	18763.41	1139.97	0.196,1.2177,0.0399,0.0001
1	Round_5_Replicate_2	-3612.15	7232.3	37993.36	1092.43	0.1702,2.0148,0.0362,0.0001
1	Round_2_Replicate_6	-31111.06	62230.12	311960161.41	1479.69	0.2559,0.2957,1.2747,0.0056
1	Round_5_Replicate_1	-3561.41	7130.82	16765.26	1137.12	0.1991,1.2215,0.0409,0.0001
1	Round_5_Replicate_1	-3569.89	7147.78	15585.19	1179.74	0.1787,1.0072,0.0362,0.0001
1	Round_2_Replicate_7	-11373.89	22755.78	453726.61	349.49	0.5932,6.7179,1.0175,0.0399
1	Round_2_Replicate_8	-19646.07	39300.14	5051524.54	2016.56	0.1143,0.2837,0.4492,0.014
1	Round_5_Replicate_2	-3561.28	7130.56	18147.32	1136.92	0.1986,1.2284,0.0405,0.0001
1	Round_5_Replicate_2	-3571.28	7150.56	15558.08	1169.72	0.1925,1.0234,0.0385,0.0007
1	Round_2_Replicate_9	-4707.58	9423.16	10426.96	1157.67	0.3009,0.772,0.1106,0.0169
1	Round_2_Replicate_10	-10489.24	20986.48	135836.38	1436.28	0.3183,0.3695,0.3132,0.0487
1	Round_2_Replicate_11	-13691.32	27390.64	968377.24	438.81	0.2131,7.2569,0.5806,0.0613
1	Round_2_Replicate_12	-4636.88	9281.76	3339439.36	843.9	0.5404,4.2453,0.0761,0.1025
1	Round_2_Replicate_13	-9604.78	19217.56	146640.96	995.0	0.0952,1.7518,0.1588,0.1494
1	Round_2_Replicate_14	-7795.65	15599.3	16113.12	1089.83	0.8032,0.5358,0.0799,0.4552
1	Round_2_Replicate_15	-3829.33	7666.66	8722.25	1191.19	0.1048,1.2885,0.0253,0.0455
1	Round_3_Replicate_1	-3862.45	7732.9	205732.3	1118.1	0.1054,4.5339,0.0209,0.0223
1	Round_3_Replicate_2	-4056.76	8121.52	6729.88	1062.54	0.1104,4.4268,0.0329,0.0433
1	Round_5_Replicate_3	-3562.25	7132.5	19995.6	1122.78	0.2045,1.3175,0.0417,0.0001
1	Round_3_Replicate_3	-3883.24	7774.48	49550.54	1312.61	0.1136,0.4997,0.0192,0.0319
1	Round_5_Replicate_2	-3561.29	7130.58	17879.29	1136.51	0.1989,1.2293,0.0407,0.0001
1	Round_3_Replicate_4	-4077.92	8163.84	25179.44	1270.96	0.0332,1.0146,0.0075,0.0509
1	Round_5_Replicate_3	-3569.55	7147.1	22422.44	1115.09	0.2328,1.2577,0.0453,0.001
1	Round_5_Replicate_3	-3561.29	7130.58	18615.71	1135.93	0.1993,1.2338,0.0406,0.0001
1	Round_5_Replicate_2	-3570.88	7149.76	15202.07	1176.57	0.1871,0.9987,0.0376,0.0001
1	Round_3_Replicate_5	-4213.89	8435.78	14224.7	1353.91	0.0797,0.4109,0.0154,0.0919
1	Round_5_Replicate_3	-3565.57	7139.14	13066.97	1127.74	0.195,1.302,0.0419,0.0003
1	Round_3_Replicate_6	-5430.14	10868.28	3652819325.48	1177.03	0.1831,1.2283,0.0163,0.1526
1	Round_3_Replicate_7	-3879.57	7767.14	21712.84	1359.98	0.0424,0.3626,0.0088,0.0121
1	Round_3_Replicate_8	-8195.87	16399.74	72429.03	967.22	0.0551,4.2062,0.0692,0.1096
1	Round_3_Replicate_9	-5092.54	10193.08	50559360912.76	1090.29	0.3615,1.6213,0.0267,0.0269
1	Round_3_Replicate_10	-6973.74	13955.48	166318618976682.16	1166.48	0.3626,0.8392,0.0149,0.0944
1	Round_3_Replicate_11	-4351.2	8710.4	27478.07	1143.5	0.091,3.1771,0.0198,0.1304
1	Round_3_Replicate_12	-6280.18	12568.36	22819.71	1198.21	0.0495,1.4173,0.0352,0.1657
1	Round_3_Replicate_13	-3951.9	7911.8	23371.65	1345.66	0.0864,0.4241,0.0159,0.041
1	Round_3_Replicate_14	-3744.83	7497.66	464884.94	1063.84	0.2377,2.0224,0.0393,0.0141
1	Round_5_Replicate_4	-3563.95	7135.9	20833.67	1112.62	0.2101,1.3777,0.0429,0.0001
1	Round_3_Replicate_15	-4188.39	8384.78	12211.12	947.4	0.2271,4.4702,0.0553,0.0798
1	Round_5_Replicate_4	-3561.54	7131.08	17910.96	1134.43	0.2013,1.2347,0.0411,0.0002
1	Round_4_Replicate_1	-3761.79	7531.58	53676.05	924.89	0.4234,2.3203,0.0774,0.0095
1	Round_5_Replicate_3	-3562.42	7132.84	20772.19	1135.4	0.2038,1.2223,0.0408,0.0003
1	Round_5_Replicate_3	-3571.4	7150.8	15479.02	1182.59	0.1786,0.9899,0.0361,0.0001
1	Round_5_Replicate_4	-3561.32	7130.64	18125.62	1137.53	0.1974,1.2291,0.0403,0.0001
1	Round_4_Replicate_2	-3672.02	7352.04	16832.61	1076.27	0.1598,2.3532,0.0377,0.0064
1	Round_5_Replicate_4	-3561.29	7130.58	18261.24	1136.0	0.1996,1.2312,0.0407,0.0001
1	Round_4_Replicate_3	-3648.88	7305.76	16826.34	1151.63	0.1413,1.4399,0.0313,0.0151
1	Round_4_Replicate_4	-3847.95	7703.9	92881.77	888.89	0.3829,3.5316,0.0739,0.0042
1	Round_4_Replicate_5	-3639.22	7286.44	7632.14	1136.93	0.2078,1.1556,0.046,0.0147
1	Round_4_Replicate_6	-3745.04	7498.08	24453.1	1047.46	0.1617,3.2586,0.0376,0.011
1	Round_4_Replicate_7	-3607.55	7223.1	16613.07	1096.2	0.1834,1.713,0.0407,0.0052
1	Round_5_Replicate_5	-3561.88	7131.76	16789.12	1147.53	0.1916,1.1766,0.0393,0.0001
1	Round_4_Replicate_8	-3609.23	7226.46	37047.15	1122.18	0.1552,1.7346,0.0326,0.003
1	Round_5_Replicate_4	-4060.6	8129.2	50880.75	806.19	0.9988,1.8228,0.1331,0.0001
1	Round_5_Replicate_4	-3561.3	7130.6	18369.45	1134.82	0.1989,1.2435,0.0406,0.0001
1	Round_5_Replicate_5	-3561.32	7130.64	17792.48	1136.31	0.2004,1.2241,0.0409,0.0001
1	Round_4_Replicate_9	-3592.78	7193.56	12670.61	1106.54	0.2205,1.3498,0.0467,0.0065
1	Round_5_Replicate_5	-3561.42	7130.84	18347.19	1138.1	0.199,1.2181,0.0405,0.0001
1	Round_4_Replicate_10	-3720.1	7448.2	32947.53	962.04	0.4157,1.8541,0.0754,0.0114
1	Round_5_Replicate_5	-3561.62	7131.24	18470.92	1129.35	0.2038,1.2643,0.0416,0.0001
1	Round_4_Replicate_11	-3607.6	7223.2	94975.82	1127.87	0.171,1.5725,0.0323,0.0017
1	Round_4_Replicate_12	-3611.22	7230.44	20055.44	1123.08	0.1515,1.7024,0.0338,0.0037
1	Round_4_Replicate_13	-3611.41	7230.82	8157.63	1072.0	0.2662,1.3826,0.0582,0.0045
1	Round_4_Replicate_14	-3735.06	7478.12	43447.07	954.88	0.298,2.9124,0.0615,0.0049
1	Round_5_Replicate_6	-3561.29	7130.58	18207.27	1137.38	0.1971,1.2316,0.0403,0.0001
